Genes,Result
ENSMUSG00000015396,62
ENSMUSG00000022772,62
ENSMUSG00000052229,62
ENSMUSG00000084817,63
ENSMUSG00000026826,63
ENSMUSG00000097145,63
ENSMUSG00000029321,63
ENSMUSG00000001739,63
ENSMUSG00000029563,63
ENSMUSG00000074282,63
ENSMUSG00000046223,63
ENSMUSG00000051515,63
ENSMUSG00000071078,63
ENSMUSG00000081769,63
ENSMUSG00000049892,63
ENSMUSG00000065126,63
ENSMUSG00000025161,63
ENSMUSG00000022346,63
ENSMUSG00000022602,63
ENSMUSG00000092014,63
ENSMUSG00000022947,63
ENSMUSG00000024579,63
ENSMUSG00000034765,63
ENSMUSG00000104394,64
ENSMUSG00000075014,64
ENSMUSG00000027318,64
ENSMUSG00000061272,64
ENSMUSG00000105879,64
ENSMUSG00000084274,64
ENSMUSG00000080932,64
ENSMUSG00000069682,64
ENSMUSG00000109697,64
ENSMUSG00000013155,64
ENSMUSG00000049532,64
ENSMUSG00000050621,64
ENSMUSG00000080848,64
ENSMUSG00000025450,64
ENSMUSG00000061848,64
ENSMUSG00000058290,64
ENSMUSG00000024136,64
ENSMUSG00000024186,64
ENSMUSG00000094122,65
ENSMUSG00000101795,65
ENSMUSG00000031340,65
ENSMUSG00000085791,65
ENSMUSG00000084846,65
ENSMUSG00000029605,65
ENSMUSG00000036882,65
ENSMUSG00000110424,65
ENSMUSG00000060019,65
ENSMUSG00000078153,65
ENSMUSG00000025922,65
ENSMUSG00000023052,65
ENSMUSG00000076137,65
ENSMUSG00000089764,65
ENSMUSG00000086825,66
ENSMUSG00000102460,66
ENSMUSG00000097583,66
ENSMUSG00000105969,66
ENSMUSG00000055216,66
ENSMUSG00000107168,66
ENSMUSG00000105637,66
ENSMUSG00000104030,66
ENSMUSG00000109555,66
ENSMUSG00000111212,66
ENSMUSG00000111434,66
ENSMUSG00000097051,66
ENSMUSG00000083827,66
ENSMUSG00000097330,66
ENSMUSG00000102275,67
ENSMUSG00000104524,67
ENSMUSG00000106369,67
ENSMUSG00000028457,67
ENSMUSG00000106636,67
ENSMUSG00000106826,67
ENSMUSG00000108633,67
ENSMUSG00000073805,67
ENSMUSG00000025507,67
ENSMUSG00000087480,67
ENSMUSG00000097263,67
ENSMUSG00000090779,67
ENSMUSG00000102153,67
ENSMUSG00000104392,67
ENSMUSG00000069804,67
ENSMUSG00000097242,67
ENSMUSG00000103674,67
ENSMUSG00000103932,67
