Genes,Result
ENSMUSG00000105342,57
ENSMUSG00000106063,57
ENSMUSG00000105774,57
ENSMUSG00000105939,57
ENSMUSG00000107362,57
ENSMUSG00000106706,57
ENSMUSG00000105033,57
ENSMUSG00000036928,57
ENSMUSG00000097364,57
ENSMUSG00000107835,57
ENSMUSG00000108238,57
ENSMUSG00000109751,57
ENSMUSG00000104263,57
ENSMUSG00000085784,57
ENSMUSG00000002055,57
ENSMUSG00000071203,57
ENSMUSG00000087556,57
ENSMUSG00000023036,57
ENSMUSG00000102319,58
ENSMUSG00000102649,58
ENSMUSG00000077192,58
ENSMUSG00000107529,58
ENSMUSG00000086446,58
ENSMUSG00000104851,58
ENSMUSG00000103959,58
ENSMUSG00000106772,58
ENSMUSG00000104951,58
ENSMUSG00000107296,58
ENSMUSG00000092323,58
ENSMUSG00000108750,58
ENSMUSG00000109157,58
ENSMUSG00000107531,58
ENSMUSG00000097136,58
ENSMUSG00000085078,58
ENSMUSG00000084411,58
ENSMUSG00000017716,58
ENSMUSG00000103916,58
ENSMUSG00000092438,58
ENSMUSG00000027313,59
ENSMUSG00000034317,59
ENSMUSG00000027996,59
ENSMUSG00000105376,59
ENSMUSG00000050022,59
ENSMUSG00000100005,59
ENSMUSG00000086477,59
ENSMUSG00000107023,59
ENSMUSG00000050830,59
ENSMUSG00000078920,59
ENSMUSG00000044807,59
ENSMUSG00000020364,59
ENSMUSG00000075408,59
ENSMUSG00000022868,59
ENSMUSG00000073374,59
ENSMUSG00000103928,60
ENSMUSG00000073478,60
ENSMUSG00000055612,60
ENSMUSG00000027331,60
ENSMUSG00000047757,60
ENSMUSG00000034035,60
ENSMUSG00000052776,60
ENSMUSG00000053297,60
ENSMUSG00000068263,60
ENSMUSG00000090778,60
ENSMUSG00000031669,60
ENSMUSG00000044694,60
ENSMUSG00000109829,60
ENSMUSG00000048895,60
ENSMUSG00000035385,60
ENSMUSG00000093483,60
ENSMUSG00000006575,60
ENSMUSG00000052125,60
ENSMUSG00000024301,60
ENSMUSG00000032717,60
ENSMUSG00000037035,61
ENSMUSG00000038793,61
ENSMUSG00000027676,61
ENSMUSG00000070577,61
ENSMUSG00000084845,61
ENSMUSG00000040429,61
ENSMUSG00000006638,61
ENSMUSG00000029641,61
ENSMUSG00000003752,61
ENSMUSG00000087530,61
ENSMUSG00000019773,61
ENSMUSG00000049872,61
ENSMUSG00000085282,61
ENSMUSG00000031530,61
ENSMUSG00000040938,61
ENSMUSG00000035373,61
ENSMUSG00000061878,61
ENSMUSG00000048924,61
ENSMUSG00000048387,61
ENSMUSG00000067424,61
ENSMUSG00000033107,61
ENSMUSG00000012443,61
ENSMUSG00000050195,61
ENSMUSG00000025912,62
ENSMUSG00000033952,62
ENSMUSG00000026708,62
ENSMUSG00000027323,62
ENSMUSG00000027306,62
ENSMUSG00000048327,62
ENSMUSG00000055150,62
ENSMUSG00000019942,62
ENSMUSG00000089857,62
ENSMUSG00000031980,62
ENSMUSG00000041479,62
ENSMUSG00000044551,62
ENSMUSG00000036777,62
ENSMUSG00000050555,62
ENSMUSG00000036768,62
ENSMUSG00000100629,62
ENSMUSG00000030446,62
ENSMUSG00000047227,62
ENSMUSG00000098176,62
ENSMUSG00000062743,62
ENSMUSG00000067430,62
ENSMUSG00000073412,62
ENSMUSG00000024379,62
ENSMUSG00000024935,62
ENSMUSG00000028341,63
ENSMUSG00000078532,63
ENSMUSG00000046694,63
ENSMUSG00000078349,63
ENSMUSG00000089809,63
ENSMUSG00000109274,63
ENSMUSG00000004500,63
ENSMUSG00000049130,63
ENSMUSG00000108994,63
ENSMUSG00000030762,63
ENSMUSG00000055675,63
ENSMUSG00000031910,63
ENSMUSG00000020120,63
ENSMUSG00000016984,63
ENSMUSG00000020676,63
ENSMUSG00000023176,63
ENSMUSG00000052229,63
ENSMUSG00000040124,64
ENSMUSG00000050714,64
ENSMUSG00000028807,64
ENSMUSG00000029321,64
ENSMUSG00000039754,64
ENSMUSG00000030322,64
ENSMUSG00000098132,64
ENSMUSG00000019850,64
ENSMUSG00000038151,64
ENSMUSG00000061371,64
ENSMUSG00000086741,64
ENSMUSG00000039081,64
ENSMUSG00000066319,64
ENSMUSG00000079260,64
ENSMUSG00000072915,64
ENSMUSG00000015396,64
ENSMUSG00000097375,64
ENSMUSG00000023032,64
ENSMUSG00000067928,64
ENSMUSG00000062012,64
ENSMUSG00000034765,64
ENSMUSG00000078190,65
ENSMUSG00000028629,65
ENSMUSG00000097145,65
ENSMUSG00000030107,65
ENSMUSG00000050605,65
ENSMUSG00000074282,65
ENSMUSG00000087138,65
ENSMUSG00000045251,65
ENSMUSG00000035640,65
ENSMUSG00000071078,65
ENSMUSG00000049532,65
ENSMUSG00000022074,65
ENSMUSG00000097504,65
ENSMUSG00000081769,65
ENSMUSG00000069793,65
ENSMUSG00000097333,65
ENSMUSG00000005718,65
ENSMUSG00000053600,65
ENSMUSG00000024401,65
ENSMUSG00000050410,65
ENSMUSG00000024579,65
ENSMUSG00000047330,66
ENSMUSG00000009772,66
ENSMUSG00000048174,66
ENSMUSG00000026826,66
ENSMUSG00000042821,66
ENSMUSG00000047557,66
ENSMUSG00000097183,66
ENSMUSG00000107355,66
ENSMUSG00000001739,66
ENSMUSG00000046223,66
ENSMUSG00000038508,66
ENSMUSG00000042045,66
ENSMUSG00000032344,66
ENSMUSG00000078921,66
ENSMUSG00000049892,66
ENSMUSG00000020785,66
ENSMUSG00000069763,66
ENSMUSG00000025161,66
ENSMUSG00000022346,66
ENSMUSG00000022602,66
ENSMUSG00000033669,66
ENSMUSG00000022676,66
ENSMUSG00000022947,66
ENSMUSG00000086825,67
ENSMUSG00000085791,67
ENSMUSG00000102460,67
ENSMUSG00000097583,67
ENSMUSG00000074340,67
ENSMUSG00000105969,67
ENSMUSG00000055216,67
ENSMUSG00000107168,67
ENSMUSG00000105637,67
ENSMUSG00000107560,67
ENSMUSG00000109555,67
ENSMUSG00000111212,67
ENSMUSG00000111434,67
ENSMUSG00000097051,67
ENSMUSG00000097330,67
ENSMUSG00000034800,68
ENSMUSG00000027469,68
ENSMUSG00000031340,68
ENSMUSG00000028068,68
ENSMUSG00000006398,68
ENSMUSG00000086291,68
ENSMUSG00000029605,68
ENSMUSG00000036882,68
ENSMUSG00000056592,68
ENSMUSG00000110424,68
ENSMUSG00000030650,68
ENSMUSG00000038225,68
ENSMUSG00000014813,68
ENSMUSG00000032068,68
ENSMUSG00000078153,68
ENSMUSG00000099876,68
ENSMUSG00000079429,69
ENSMUSG00000098651,69
ENSMUSG00000074912,69
ENSMUSG00000027318,69
ENSMUSG00000085741,69
ENSMUSG00000051444,69
ENSMUSG00000090210,69
ENSMUSG00000029283,69
ENSMUSG00000024136,69
ENSMUSG00000015467,69
ENSMUSG00000104394,70
ENSMUSG00000105879,70
ENSMUSG00000028689,70
ENSMUSG00000025747,70
ENSMUSG00000107091,70
ENSMUSG00000029720,70
ENSMUSG00000072770,70
ENSMUSG00000085194,70
ENSMUSG00000013155,70
ENSMUSG00000082078,70
ENSMUSG00000021483,70
ENSMUSG00000023755,70
ENSMUSG00000058290,70
ENSMUSG00000023052,70
ENSMUSG00000102562,70
ENSMUSG00000073422,70
ENSMUSG00000025036,70
ENSMUSG00000102275,71
ENSMUSG00000104524,71
ENSMUSG00000106369,71
ENSMUSG00000028457,71
ENSMUSG00000106636,71
ENSMUSG00000106826,71
ENSMUSG00000104030,71
ENSMUSG00000108633,71
ENSMUSG00000073805,71
ENSMUSG00000025507,71
ENSMUSG00000087480,71
ENSMUSG00000097263,71
ENSMUSG00000090779,71
ENSMUSG00000102153,71
ENSMUSG00000104392,71
ENSMUSG00000069804,71
ENSMUSG00000103674,71
ENSMUSG00000083827,71
ENSMUSG00000103932,71
ENSMUSG00000024186,71
